ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target,Drug_Name,Drug_Loading_mg_mL,EE_Percent
NE_0894,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.417,0,Curcumin,17.62,71.31
NE_0895,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.205,1,Celecoxib,164.43,93.15
NE_0896,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.252,1,Celecoxib,185.7,92.83
NE_0897,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.436,0,Celecoxib,122.6,86.84
NE_0898,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.224,0,Ibuprofen,54.33,86.82
NE_0899,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.207,1,Paclitaxel,5.63,94.21
NE_0900,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.155,0,Ibuprofen,31.27,71.24
NE_0901,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.283,0,Ibuprofen,34.62,86.45
NE_0902,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.445,0,Ibuprofen,44.39,75.62
NE_0903,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.263,1,Celecoxib,149.91,99.01
NE_0904,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.407,0,Paclitaxel,2.92,73.92
NE_0905,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.252,1,Celecoxib,186.44,96.82
NE_0906,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.183,0,Curcumin,12.5,82.43
NE_0907,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.392,0,Celecoxib,189.41,72.89
NE_0908,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.24,0,Ibuprofen,37.55,78.44
NE_0909,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.196,0,Curcumin,16.71,83.1
NE_0910,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.213,0,Curcumin,11.44,80.37
NE_0911,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.326,0,Ibuprofen,45.81,73.3
NE_0912,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.137,1,Paclitaxel,2.08,92.66
NE_0913,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.4,0,Paclitaxel,2.79,83.14
NE_0914,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.332,0,Celecoxib,198.96,85.07
NE_0915,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.255,0,Curcumin,15.04,78.77
NE_0916,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.126,1,Celecoxib,124.61,93.83
NE_0917,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.418,0,Curcumin,12.52,74.62
NE_0918,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.131,0,Ibuprofen,37.74,84.53
NE_0919,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.104,1,Paclitaxel,6.28,98.4
NE_0920,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.113,0,Ibuprofen,45.61,70.54
NE_0921,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.336,0,Celecoxib,161.62,77.42
NE_0922,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.162,1,Celecoxib,167.3,96.23
NE_0923,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.352,0,Paclitaxel,3.12,80.76
NE_0924,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.123,1,Paclitaxel,2.12,92.11
NE_0925,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.131,0,Curcumin,9.32,85.49
NE_0926,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.441,0,Curcumin,9.03,83.82
NE_0927,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.336,0,Ibuprofen,50.57,74.53
NE_0928,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.308,0,Ibuprofen,43.61,81.03
NE_0929,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.367,0,Paclitaxel,3.07,71.97
NE_0930,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.278,0,Curcumin,15.41,88.18
NE_0931,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.199,1,Celecoxib,157.2,98.71
NE_0932,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.361,0,Paclitaxel,5.42,71.93
NE_0933,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.356,0,Ibuprofen,39.42,70.18
NE_0934,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.235,1,Paclitaxel,4.73,96.75
NE_0935,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.404,0,Ibuprofen,49.99,83.15
NE_0936,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.32,0,Curcumin,16.27,84.93
NE_0937,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.285,0,Paclitaxel,2.88,87.99
NE_0938,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.127,1,Paclitaxel,3.54,97.9
NE_0939,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.296,1,Celecoxib,179.3,93.65
NE_0940,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.268,0,Curcumin,12.37,71.35
NE_0941,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.441,0,Curcumin,17.74,72.3
NE_0942,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.265,0,Ibuprofen,50.12,78.43
NE_0943,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.24,0,Paclitaxel,3.92,82.91
NE_0944,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.432,0,Celecoxib,179.4,79.44
NE_0945,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.432,0,Paclitaxel,5.51,73.02
NE_0946,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.172,1,Celecoxib,204.05,92.14
NE_0947,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.186,1,Paclitaxel,3.28,98.55
NE_0948,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.298,0,Ibuprofen,44.8,85.1
NE_0949,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.411,0,Paclitaxel,2.77,87.51
NE_0950,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.42,0,Curcumin,14.53,78.34
NE_0951,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.261,1,Celecoxib,154.54,96.52
NE_0952,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.3,0,Curcumin,17.85,71.21
NE_0953,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.194,0,Ibuprofen,50.33,88.1
NE_0954,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.379,0,Celecoxib,141.67,86.29
NE_0955,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.441,0,Paclitaxel,4.45,77.33
NE_0956,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.235,0,Celecoxib,123.82,86.47
NE_0957,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.376,0,Celecoxib,200.58,84.29
NE_0958,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.292,0,Ibuprofen,40.93,76.37
NE_0959,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.294,0,Celecoxib,120.71,80.0
NE_0960,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.408,0,Curcumin,11.6,81.57
NE_0961,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.351,0,Paclitaxel,4.84,72.68
NE_0962,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.201,1,Celecoxib,149.89,95.46
NE_0963,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.161,1,Celecoxib,192.29,92.34
NE_0964,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.196,1,Celecoxib,191.05,92.78
NE_0965,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.363,0,Ibuprofen,36.26,78.69
NE_0966,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.388,0,Paclitaxel,4.7,72.86
NE_0967,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.138,0,Paclitaxel,6.25,84.72
NE_0968,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.393,0,Curcumin,13.82,82.79
NE_0969,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.353,0,Paclitaxel,5.3,77.82
NE_0970,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.196,0,Paclitaxel,3.26,80.68
NE_0971,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.206,0,Ibuprofen,31.8,85.83
NE_0972,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.305,0,Ibuprofen,46.12,78.57
NE_0973,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.295,0,Curcumin,11.64,85.7
NE_0974,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.437,0,Celecoxib,162.22,73.01
NE_0975,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.319,0,Ibuprofen,46.01,80.85
NE_0976,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.283,0,Curcumin,9.85,74.38
NE_0977,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.326,0,Paclitaxel,3.0,73.07
NE_0978,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.429,0,Celecoxib,203.19,86.9
NE_0979,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.309,0,Ibuprofen,53.41,87.91
NE_0980,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.23,0,Curcumin,17.82,81.71
NE_0981,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.167,0,Paclitaxel,4.44,86.76
NE_0982,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.187,0,Paclitaxel,4.04,84.05
NE_0983,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.42,0,Celecoxib,180.13,83.05
NE_0984,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.116,0,Ibuprofen,39.71,84.9
NE_0985,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.391,0,Celecoxib,129.45,88.02
NE_0986,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.386,0,Ibuprofen,30.17,86.19
NE_0987,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.337,0,Curcumin,17.01,85.64
NE_0988,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.191,0,Ibuprofen,54.95,83.02
NE_0989,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.255,0,Ibuprofen,45.36,81.87
NE_0990,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.347,0,Curcumin,14.59,75.61
NE_0991,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.348,0,Paclitaxel,2.29,79.97
NE_0992,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.337,0,Ibuprofen,51.6,73.16
NE_0993,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.364,0,Paclitaxel,4.41,80.99
NE_0994,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.127,1,Paclitaxel,6.26,98.84
NE_0995,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.182,1,Celecoxib,170.17,92.04
NE_0996,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.365,0,Ibuprofen,35.31,82.57
NE_0997,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.412,0,Curcumin,10.49,74.81
NE_0998,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.251,0,Ibuprofen,46.38,74.71
NE_0999,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.407,0,Curcumin,11.43,83.29
NE_1000,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.173,0,Celecoxib,177.47,86.56
NE_1001,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.251,0,Paclitaxel,4.27,70.69
NE_1002,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.325,0,Paclitaxel,6.41,80.23
NE_1003,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.176,0,Paclitaxel,5.84,78.3
NE_1004,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.43,0,Ibuprofen,41.15,71.15
NE_1005,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.121,1,Celecoxib,183.18,97.86
NE_1006,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.25,0,Paclitaxel,4.69,74.82
NE_1007,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.191,0,Ibuprofen,34.51,77.22
NE_1008,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.403,0,Paclitaxel,2.73,76.22
NE_1009,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.321,0,Curcumin,9.36,74.37
NE_1010,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.274,1,Paclitaxel,2.9,98.14
NE_1011,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.269,0,Curcumin,8.56,76.04
NE_1012,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.449,0,Celecoxib,194.32,85.45
NE_1013,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.348,0,Paclitaxel,6.18,86.37
NE_1014,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.41,0,Paclitaxel,2.66,70.75
NE_1015,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.185,0,Paclitaxel,6.15,83.19
NE_1016,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.37,0,Paclitaxel,5.6,76.42
NE_1017,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.238,0,Curcumin,12.24,88.11
NE_1018,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.276,1,Paclitaxel,5.8,94.33
NE_1019,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.402,0,Paclitaxel,3.18,75.25
NE_1020,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.251,0,Ibuprofen,33.26,80.4
NE_1021,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.218,0,Curcumin,17.03,75.72
NE_1022,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.38,0,Curcumin,12.2,76.53
NE_1023,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.44,0,Ibuprofen,52.64,86.52
NE_1024,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.144,0,Curcumin,10.96,79.8
NE_1025,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.407,0,Celecoxib,179.95,84.45
NE_1026,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.202,0,Curcumin,8.32,73.67
NE_1027,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.111,0,Paclitaxel,4.55,86.99
NE_1028,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.428,0,Ibuprofen,31.59,70.47
NE_1029,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.321,0,Curcumin,17.82,72.43
NE_1030,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.162,1,Paclitaxel,6.07,96.32
NE_1031,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.345,0,Ibuprofen,43.65,83.22
NE_1032,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.387,0,Curcumin,15.65,79.42
NE_1033,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.417,0,Curcumin,13.88,86.78
NE_1034,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.382,0,Ibuprofen,35.05,80.21
NE_1035,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.202,0,Curcumin,14.1,85.89
NE_1036,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.422,0,Curcumin,11.01,74.24
NE_1037,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.355,0,Curcumin,8.25,71.95
NE_1038,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.207,0,Curcumin,9.6,74.24
NE_1039,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.277,1,Celecoxib,196.29,92.62
NE_1040,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.231,0,Ibuprofen,34.33,87.16
NE_1041,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.424,0,Celecoxib,166.66,75.36
NE_1042,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.295,1,Celecoxib,121.45,94.3
NE_1043,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.382,0,Celecoxib,120.82,77.25
NE_1044,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.414,0,Celecoxib,174.48,83.93
NE_1045,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.231,0,Ibuprofen,32.52,74.71
NE_1046,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.333,0,Ibuprofen,31.04,76.48
NE_1047,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.219,1,Celecoxib,173.48,94.48
NE_1048,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.244,0,Paclitaxel,3.46,78.64
NE_1049,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.365,0,Curcumin,12.26,81.03
NE_1050,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.324,0,Ibuprofen,36.81,76.87
NE_1051,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.396,0,Celecoxib,121.42,82.76
NE_1052,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.422,0,Ibuprofen,31.21,79.07
NE_1053,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.309,0,Ibuprofen,30.36,88.05
NE_1054,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.165,0,Ibuprofen,32.13,76.7
NE_1055,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.345,0,Paclitaxel,2.64,83.79
NE_1056,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.213,1,Celecoxib,171.23,95.57
NE_1057,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.317,0,Paclitaxel,3.26,74.58
NE_1058,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.11,1,Paclitaxel,4.09,95.35
NE_1059,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.427,0,Celecoxib,142.28,82.19
NE_1060,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.348,0,Curcumin,17.2,81.51
NE_1061,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.22,0,Paclitaxel,3.35,71.61
NE_1062,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.149,1,Celecoxib,153.72,92.34
NE_1063,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.306,0,Curcumin,17.96,74.87
NE_1064,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.322,0,Ibuprofen,41.91,76.14
NE_1065,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.233,0,Curcumin,9.97,80.69
NE_1066,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.115,1,Celecoxib,160.86,97.32
NE_1067,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.418,0,Paclitaxel,4.15,75.73
NE_1068,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.401,0,Celecoxib,160.67,87.29
NE_1069,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.335,0,Ibuprofen,54.34,84.42
NE_1070,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.182,1,Celecoxib,208.33,95.04
NE_1071,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.377,0,Curcumin,14.89,85.75
NE_1072,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.353,0,Curcumin,8.27,77.26
NE_1073,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.224,0,Ibuprofen,40.51,84.12
NE_1074,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.26,1,Celecoxib,201.96,92.28
NE_1075,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.418,0,Paclitaxel,4.83,73.07
NE_1076,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.321,0,Ibuprofen,45.47,83.28
NE_1077,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.279,1,Celecoxib,125.55,96.87
NE_1078,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.164,1,Celecoxib,129.38,99.23
NE_1079,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.349,0,Ibuprofen,41.59,85.65
NE_1080,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.276,1,Ibuprofen,49.39,97.58
NE_1081,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.346,0,Ibuprofen,31.85,86.68
NE_1082,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.193,0,Ibuprofen,45.0,77.92
NE_1083,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.159,1,Celecoxib,136.92,93.95
NE_1084,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.297,1,Paclitaxel,4.21,94.06
NE_1085,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.207,1,Celecoxib,126.9,95.77
NE_1086,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.333,0,Paclitaxel,5.85,73.95
NE_1087,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.206,0,Curcumin,9.06,72.26
NE_1088,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.273,0,Curcumin,16.64,74.54
NE_1089,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.311,0,Ibuprofen,44.44,73.36
NE_1090,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.381,0,Ibuprofen,48.14,82.55
NE_1091,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.416,0,Celecoxib,126.17,84.3
NE_1092,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.166,0,Paclitaxel,3.01,72.76
NE_1093,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.12,0,Curcumin,13.49,72.08
NE_1094,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.107,1,Celecoxib,193.86,97.74
NE_1095,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.196,1,Celecoxib,163.08,98.43
NE_1096,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.435,0,Ibuprofen,50.98,84.6
NE_1097,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.293,1,Ibuprofen,45.45,96.85
NE_1098,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.198,0,Curcumin,8.26,70.62
NE_1099,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.322,0,Celecoxib,173.54,87.7
NE_1100,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.194,0,Paclitaxel,4.52,74.16
NE_1101,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.115,1,Paclitaxel,2.69,92.65
NE_1102,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.263,0,Ibuprofen,51.04,71.57
NE_1103,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.341,0,Curcumin,10.64,73.71
NE_1104,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.358,0,Curcumin,13.49,74.52
NE_1105,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.336,0,Curcumin,14.9,83.19
NE_1106,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.315,0,Celecoxib,139.38,80.58
NE_1107,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.237,0,Ibuprofen,51.36,85.79
NE_1108,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.221,1,Ibuprofen,44.19,92.5
NE_1109,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.288,1,Paclitaxel,2.09,97.01
NE_1110,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.421,0,Curcumin,15.4,86.93
NE_1111,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.386,0,Paclitaxel,4.95,72.83
NE_1112,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.279,0,Curcumin,16.25,77.85
NE_1113,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.24,0,Paclitaxel,3.78,76.0
NE_1114,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.406,0,Ibuprofen,30.43,78.46
NE_1115,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.45,0,Curcumin,14.23,77.09
NE_1116,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.138,1,Paclitaxel,4.34,96.65
